Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclProperty,CountDeclPropertyAuto,CountDeclSubprogram,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Unnamed Function,"d3.test.test.(unnamed_function_2).(unnamed_function_3)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,,,1,,0,,0,,,,,1,,,,1,,,1,1,,,1,1,,1,1,1,1,,,,,,,,,,0,,,,,,,,
Unnamed Function,"d3.test.test.(unnamed_function_2).tick.(unnamed_function_4)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,0,,3,,,3,,0,,0,,,,,3,,,,1,,,1,1,,,1,1,,1,1,2,1,,,,,,,,,,0,,,,,,,,
Function,"height",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/testing_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,,,1,,0,,0,,,,,1,,,,1,,,1,1,,,1,1,,1,1,1,1,,,,,,,,,,0,,,,,,,,
Function,"height",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/td_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,,,1,,0,,0,,,,,1,,,,1,,,1,1,,,1,1,,1,1,1,1,,,,,,,,,,0,,,,,,,,
Package,"net.siliconcode",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,1,,,,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
Public Class,"net.siliconcode.TestAll",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,1,0,0,,1,0,,,,,0,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,,,23,1,,,,5,2,1,,,17,,,,,,,,,,,,1,3,2,,,,1,,,,,,,,,1,1,1,1,,,1,0,,0,3.40,1,1,1,1,
Public Static Method,"net.siliconcode.TestAll.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/TestAll.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Package,"net.siliconcode.sonar",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,1,,,,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
Public Class,"net.siliconcode.sonar.TestAll",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,1,0,0,,1,0,,,,,0,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,,,23,1,,,,5,2,1,,,17,,,,,,,,,,,,1,3,2,,,,1,,,,,,,,,1,1,1,1,,,1,0,,0,3.40,1,1,1,1,
Public Static Method,"net.siliconcode.sonar.TestAll.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/TestAll.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Package,"net.siliconcode.sonar.quamoco",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QSettings.java,,,,,,,1,1,2,1,,13,1,8,4,,,,11,4,2,11,,,,46,23,,,,,,,50,,,6,,,2,13,,29,,,,,,,,,1248,151,,,,605,291,296,,,494,,,,,,,,,,,,331,449,272,,,,177,,,,,,,,,15,15,15,4,,,,5,,,0.82,103,101,107,62,
Public Class,"net.siliconcode.sonar.quamoco.QSettings",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QSettings.java,,,,,,,1,1,1,1,,14,0,2,12,2,1,0,,0,0,,,,,1,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,,,58,2,,,,8,6,0,,,48,,,,,,,,,,,,0,2,2,,,,0,,,,,,,,,1,1,1,1,,,1,0,,0,6.00,1,1,1,1,
Public Constructor,"net.siliconcode.sonar.quamoco.QSettings.QSettings",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QSettings.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,,,,2,1,0,,,12,,,,,,,,,1,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,6.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.QSettingsTest",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,1,1,1,1,,12,0,3,8,1,1,0,,1,0,,,,,3,0,,,,,,,4,4,,0,,,0,0,,4,,,,,,,,,63,5,,,,16,10,4,,,42,,,,,,,,,,,,4,9,7,,,,2,,,,,,,,,1,1,1,1,,,1,0,,0,2.62,4,4,4,4,
Public Static Method,"net.siliconcode.sonar.quamoco.QSettingsTest.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.67,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QSettingsTest.setUp",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QSettingsTest.tearDown",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,,,,2,1,0,,,9,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.50,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QSettingsTest.testQSettings_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,2,,,,5,3,3,,,8,,,,,,,,,2,,1,3,4,3,,,,1,,,1,1,1,1,,,,,,,,,,0,,,1.60,,,,,
Public Interface,"net.siliconcode.sonar.quamoco.QuamocoConstants",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoConstants.java,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,,,,0,12,,,,,,,0,0,,0,,,0,0,,0,,,,,,,,,42,4,,,,14,13,12,,,24,,,,,,,,,,,,12,13,13,,,,0,,,,,,,,,0,0,0,0,,,0,0,,0,1.71,0,0,0,0,
Public Abstract Class,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,3,3,3,1,,18,1,13,3,2,1,2,,0,1,,,,,20,7,,,,,,,20,20,,6,,,1,10,,3,,,,,,,,,453,53,,,,287,78,189,,,115,,,,,,,,,,,,141,214,85,,,,129,,,,,,,,,15,15,15,4,,,1,5,,86,0.40,65,63,69,29,
Public Constructor,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.QuamocoMeasureComputer",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,,,,7,1,5,,,6,,,,,,,,,8,,1,5,6,1,,,,5,,,1,1,1,1,,,,,,,,,,0,,,0.86,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.buildGraph",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,7,3,5,,,4,,,,,,,,,5,,1,5,6,3,,,,3,,,1,1,1,1,,,,,,,,,,0,,,0.57,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.collectBaseMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,38,3,,,,32,7,25,,,3,,,,,,,,,12,,9,17,24,8,,,,16,,,7,6,7,1,,,,,,,,,,3,,,0.09,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.collectCodeTree",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,,,,7,3,4,,,3,,,,,,,,,4,,2,3,5,3,,,,2,,,2,2,2,1,,,,,,,,,,1,,,0.43,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.compute",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53,6,,,,46,6,39,,,2,,,,,,,,,31,,8,30,37,8,,,,29,,,6,5,7,1,,,,,,,,,,3,,,0.04,,,,,
Private Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.compute.(lambda_expr_1)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,3,0,3,,,0,,,,,,,,,6,,1,1,1,0,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.define",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,7,1,5,,,0,,,,,,,,,7,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.evaluateResults",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,,,,10,2,6,,,3,,,,,,,,,4,,3,4,8,3,,,,5,,,3,3,5,3,,,,,,,,,,2,,,0.30,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.executeQuamocoDetector",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,1,1,0,,,3,,,,,,,,,0,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,3.00,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getExtension",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,1,1,0,,,3,,,,,,,,,1,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,3.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getGrade",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,,,,9,2,5,,,4,,,,,,,,,4,,3,3,7,3,,,,4,,,3,3,3,3,,,,,,,,,,2,,,0.44,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getGrades",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,2,,,,8,3,5,,,4,,,,,,,,,5,,2,4,7,4,,,,3,,,2,2,2,1,,,,,,,,,,1,,,0.50,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getLanguage",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,1,1,0,,,3,,,,,,,,,1,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,3.00,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getOutputMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,1,1,0,,,3,,,,,,,,,1,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,3.00,,,,,
Protected Abstract Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getRepoNames",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,,1,1,0,,,3,,,,,,,,,1,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,3.00,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.getValues",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,2,,,,13,2,7,,,5,,,,,,,,,7,,5,3,10,4,,,,6,,,5,5,6,1,,,,,,,,,,4,,,0.38,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.linkIssues",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,80,14,,,,61,16,45,,,5,,,,,,,,,27,,480,31,48,19,,,,29,,,15,15,15,1,,,,,,,,,,5,,,0.08,,,,,
Protected Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.linkToGraph",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,1,,,,13,2,7,,,3,,,,,,,,,7,,9,3,10,4,,,,6,,,5,5,5,1,,,,,,,,,,2,,,0.23,,,,,
Private Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.printCodeTree",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,,,,9,2,6,,,3,,,,,,,,,5,,2,5,8,3,,,,5,,,2,2,2,1,,,,,,,,,,1,,,0.33,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.resolveComponent",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,1,,,,17,5,11,,,5,,,,,,,,,6,,3,7,10,5,,,,5,,,3,3,3,3,,,,,,,,,,2,,,0.29,,,,,
Method,"net.siliconcode.sonar.quamoco.QuamocoMeasureComputer.saveMeasures",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMeasureComputer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,1,,,,18,1,13,,,6,,,,,,,,,9,,4,7,12,2,,,,10,,,4,4,4,4,,,,,,,,,,2,,,0.33,,,,,
Public Class,"net.siliconcode.sonar.quamoco.QuamocoMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMetrics.java,,,,,,,1,1,1,1,,9,0,8,0,2,1,0,,0,0,,,,,4,1,,,,,,,4,4,,0,,,0,0,,4,,,,,,,,,79,7,,,,38,14,24,,,34,,,,,,,,,,,,15,24,13,,,,11,,,,,,,,,3,3,3,1,,,1,1,,25,0.89,6,6,6,4,
Public Constructor,"net.siliconcode.sonar.quamoco.QuamocoMetrics.QuamocoMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMetrics.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,,,,3,1,1,,,0,,,,,,,,,3,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetrics.getMetric",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMetrics.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,,3,1,1,,,0,,,,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetrics.getMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMetrics.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,5,2,3,,,0,,,,,,,,,5,,1,3,4,2,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetrics.loadMetrics",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoMetrics.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,25,2,,,,23,7,19,,,0,,,,,,,,,12,,4,9,14,7,,,,7,,,3,3,3,1,,,,,,,,,,1,,,0.00,,,,,
Public Class,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,1,1,1,1,,12,1,4,7,1,1,0,,1,0,,,,,7,0,,,,,,,8,8,,0,,,0,0,,8,,,,,,,,,125,17,,,,43,25,19,,,65,,,,,,,,,,,,19,28,18,,,,10,,,,,,,,,1,1,1,1,,,1,0,,0,1.51,8,8,8,8,
Public Static Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.main",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,,,,3,1,1,,,7,,,,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,2.33,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.setUp",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,,,,2,1,0,,,8,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.tearDown",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,,,,2,1,0,,,8,,,,,,,,,0,,1,0,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,4.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.testGetMetric_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,1,,,,6,3,4,,,6,,,,,,,,,5,,1,4,5,3,,,,2,,,1,1,1,1,,,,,,,,,,0,,,1.00,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.testGetMetrics_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,2,,,,6,3,4,,,7,,,,,,,,,5,,1,4,5,3,,,,2,,,1,1,1,1,,,,,,,,,,0,,,1.17,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.testLoadMetrics_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,2,,,,6,3,4,,,7,,,,,,,,,5,,1,4,5,3,,,,2,,,1,1,1,1,,,,,,,,,,0,,,1.17,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.testLoadMetrics_2",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,2,,,,6,3,4,,,7,,,,,,,,,5,,1,4,5,3,,,,2,,,1,1,1,1,,,,,,,,,,0,,,1.17,,,,,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoMetricsTest.testQuamocoMetrics_1",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,2,,,,4,2,2,,,7,,,,,,,,,2,,1,2,3,2,,,,1,,,1,1,1,1,,,,,,,,,,0,,,1.75,,,,,
Public Class,"net.siliconcode.sonar.quamoco.QuamocoPlugin",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoPlugin.java,,,,,,,1,1,1,1,,7,1,6,0,1,6,0,,0,0,,,,,1,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,,,46,2,,,,10,5,4,,,34,,,,,,,,,,,,3,5,3,,,,2,,,,,,,,,1,1,1,1,,,2,0,,0,3.40,1,1,1,1,
Public Method,"net.siliconcode.sonar.quamoco.QuamocoPlugin.getExtensions",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/QuamocoPlugin.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,,,,6,2,4,,,0,,,,,,,,,3,,1,3,4,2,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
