Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclProperty,CountDeclPropertyAuto,CountDeclSubprogram,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/profiles/xml/RuleRepo.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/profiles/xml/RuleRepo.java,,,,,,,2,2,2,1,,7,0,5,1,,,,1,0,0,,,,6,6,2,,,,,,,6,,,0,,,0,0,,6,,,,,,,,,98,14,,,,48,19,17,,,36,,,,,,,,,,,,21,33,16,,,,17,,,,,,,,,3,3,4,1,,,,1,,,0.75,11,11,14,6,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/profiles/xml/package-info.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/profiles/xml/package-info.java,,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,,,23,1,,,,0,0,0,,,22,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/RuleSet.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/RuleSet.java,,,,,,,2,2,2,1,,7,0,6,0,,,,1,2,0,,,,8,6,2,,,,,,,8,,,0,,,1,0,,7,,,,,,,,,128,17,,,,77,37,34,,,34,,,,,,,,,,,,47,61,35,,,,26,,,,,,,,,3,3,4,1,,,,1,,,0.44,12,12,13,8,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/package-info.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/package-info.java,,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,,,30,1,,,,0,0,0,,,29,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/CustomizedDomDriver.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/CustomizedDomDriver.java,,,,,,,1,1,1,1,,13,2,11,0,,,,2,0,1,,,,3,3,1,,,,,,,3,,,0,,,0,1,,2,,,,,,,,,81,10,,,,36,13,17,,,35,,,,,,,,,,,,19,24,14,,,,10,,,,,,,,,2,2,2,1,,,,1,,,0.97,4,4,4,3,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/CustomizedStaxDriver.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/CustomizedStaxDriver.java,,,,,,,2,2,2,1,,12,1,10,0,,,,2,0,1,,,,4,4,1,,,,,,,4,,,0,,,0,0,,4,,,,,,,,,91,14,,,,42,15,20,,,35,,,,,,,,,,,,19,26,15,,,,11,,,,,,,,,3,3,3,1,,,,2,,,0.83,6,6,6,4,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/Parameter.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/Parameter.java,,,,,,,1,1,1,1,,2,0,2,0,,,,2,0,1,,,,8,10,8,,,,,,,10,,,0,,,0,0,,10,,,,,,,,,102,18,,,,54,28,16,,,30,,,,,,,,,,,,25,34,19,,,,15,,,,,,,,,2,2,2,1,,,,1,,,0.56,11,11,11,10,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/Rule.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/Rule.java,,,,,,,1,1,1,1,,3,0,2,0,,,,5,0,3,,,,32,38,18,,,,,,,38,,,0,,,0,0,,38,,,,,,,,,268,55,,,,172,79,57,,,41,,,,,,,,,,,,79,112,58,,,,54,,,,,,,,,2,2,4,1,,,,1,,,0.24,39,39,41,38,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/package-info.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/rules/xml/package-info.java,,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,,,30,1,,,,0,0,0,,,29,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/QuamocoCSharpSensor.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/QuamocoCSharpSensor.java,,,,,,,1,1,1,1,,8,0,6,2,,,,2,0,0,,,,5,5,0,,,,,,,5,,,0,,,1,1,,3,,,,,,,,,130,12,,,,55,37,19,,,63,,,,,,,,,,,,34,42,34,,,,8,,,,,,,,,2,2,2,1,,,,1,,,1.15,6,6,6,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/QuamocoJavaSensor.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/QuamocoJavaSensor.java,,,,,,,1,1,1,1,,9,0,7,2,,,,2,0,0,,,,5,5,0,,,,,,,5,,,0,,,1,1,,3,,,,,,,,,138,12,,,,62,38,24,,,64,,,,,,,,,,,,38,47,35,,,,12,,,,,,,,,3,3,3,1,,,,2,,,1.03,7,7,7,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/package-info.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/sensor/package-info.java,,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,,,30,1,,,,0,0,0,,,29,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/util/Pair.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/java/net/siliconcode/sonar/quamoco/util/Pair.java,,,,,,,1,1,2,1,,7,0,4,3,,,,1,0,0,,,,3,3,2,,,,,,,3,,,0,,,0,0,,3,,,,,,,,,63,6,,,,17,7,6,,,40,,,,,,,,,,,,8,13,7,,,,6,,,,,,,,,2,2,3,1,,,,1,,,2.35,4,4,5,3,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/profiles/quamoco-cs-profile.xml",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/profiles/quamoco-cs-profile.xml,,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0,0,0,0,440,,,0,0,1,0,0,0,,,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/profiles/quamoco-java-profile.xml",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/profiles/quamoco-java-profile.xml,,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,710,0,0,0,0,709,,,0,0,1,0,0,0,,,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/rules_cs.xml",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/rules_cs.xml,,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,11,,,0,0,0,0,0,0,,,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/rules_java.xml",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/rules_java.xml,,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,,,0,0,0,0,0,0,,,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/summary_test.html",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/summary_test.html,,,,,,,1,1,1,1,,3,0,3,0,,,,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,118,23,4,19,0,71,,,71,0,4,4,0,0,,,28,90,0,,,1,,37,16,16,0,,21,21,0,1,1,1,1,,,3,3,,3,,,,2,,,0.06,5,5,5,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/td_test.html",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/td_test.html,,,,,,,1,1,1,1,,2,0,2,0,,,,0,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,206,26,4,22,0,133,,,133,0,8,4,4,0,,,48,158,0,,,1,,52,22,22,0,,30,30,0,1,1,1,1,,,3,3,,3,,,,2,,,0.06,15,15,15,15,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,1,1,1,1,,38,5,29,3,,,,0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,233,37,0,37,0,176,,,176,0,22,0,22,0,,,0,233,0,,,0,,99,35,35,0,,64,64,0,1,1,1,0,,,5,5,,1,,,,1,,,0.12,31,31,35,20,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/testing_test.html",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/testing_test.html,,,,,,,1,1,1,1,,1,0,1,0,,,,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,192,33,4,29,0,134,,,134,0,5,4,1,0,,,29,163,0,,,1,,41,19,19,0,,22,22,0,1,1,1,1,,,1,1,,1,,,,0,,,0.04,5,5,5,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,1,1,1,1,,12,0,11,1,,,,0,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,163,14,2,12,0,122,,,122,0,10,0,10,0,,,19,135,0,,,1,,78,26,26,0,,52,52,0,1,1,1,1,,,2,2,,1,,,,1,,,0.08,27,27,27,19,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QSettingsTest.java,,,,,,,1,1,1,1,,12,0,3,8,,,,1,1,0,,,,4,3,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,,,71,7,,,,22,16,4,,,42,,,,,,,,,,,,10,15,13,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.91,4,4,4,4,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoMetricsTest.java,,,,,,,1,1,1,1,,12,1,4,7,,,,1,1,0,,,,8,7,0,,,,,,,8,,,0,,,0,0,,8,,,,,,,,,135,20,,,,50,32,19,,,65,,,,,,,,,,,,26,35,25,,,,10,,,,,,,,,1,1,1,1,,,,0,,,1.30,8,8,8,8,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/QuamocoPluginTest.java,,,,,,,1,1,1,1,,12,0,3,8,,,,1,1,0,,,,4,3,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,,,74,8,,,,24,17,5,,,42,,,,,,,,,,,,12,17,14,,,,3,,,,,,,,,1,1,1,1,,,,0,,,1.75,4,4,4,4,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/TestAll.java,,,,,,,1,1,1,1,,10,0,3,7,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,12,9,1,,,16,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.33,1,1,1,1,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/CSharpQuamocoDetectorTest.java,,,,,,,1,1,1,1,,12,0,3,8,,,,1,1,0,,,,4,3,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,,,80,9,,,,28,22,6,,,43,,,,,,,,,,,,16,21,19,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.54,4,4,4,4,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/JavaQuamocoDetectorTest.java,,,,,,,1,1,1,1,,13,0,4,8,,,,1,1,0,,,,8,7,1,,,,,,,8,,,0,,,0,0,,8,,,,,,,,,146,19,,,,53,34,18,,,74,,,,,,,,,,,,29,38,27,,,,11,,,,,,,,,1,1,1,1,,,,0,,,1.40,8,8,8,8,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/QuamocoDetectorTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/QuamocoDetectorTest.java,,,,,,,1,1,1,1,,12,0,3,8,,,,1,1,0,,,,12,11,1,,,,,,,12,,,0,,,0,0,,12,,,,,,,,,201,26,,,,70,38,23,,,105,,,,,,,,,,,,34,47,27,,,,20,,,,,,,,,1,1,1,1,,,,0,,,1.50,12,12,12,12,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/detectors/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoCSharpProfileTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoCSharpProfileTest.java,,,,,,,1,1,1,1,,14,0,4,9,,,,1,1,0,,,,5,4,0,,,,,,,5,,,0,,,0,0,,5,,,,,,,,,101,10,,,,34,25,10,,,57,,,,,,,,,,,,18,24,20,,,,4,,,,,,,,,1,1,1,1,,,,0,,,1.68,5,5,5,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoJavaProfileTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoJavaProfileTest.java,,,,,,,1,1,1,1,,14,0,4,9,,,,1,1,0,,,,5,4,0,,,,,,,5,,,0,,,0,0,,5,,,,,,,,,101,10,,,,34,25,10,,,57,,,,,,,,,,,,18,24,20,,,,4,,,,,,,,,1,1,1,1,,,,0,,,1.68,5,5,5,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoProfileExporterTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoProfileExporterTest.java,,,,,,,1,1,1,1,,12,0,3,8,,,,1,1,0,,,,4,3,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,,,73,8,,,,23,16,5,,,42,,,,,,,,,,,,11,16,13,,,,3,,,,,,,,,1,1,1,1,,,,0,,,1.83,4,4,4,4,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoProfileImporterTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/QuamocoProfileImporterTest.java,,,,,,,1,1,1,1,,16,1,6,8,,,,1,1,0,,,,5,4,0,,,,,,,5,,,0,,,0,0,,5,,,,,,,,,114,12,,,,50,27,24,,,52,,,,,,,,,,,,35,41,23,,,,18,,,,,,,,,1,1,1,1,,,,0,,,1.04,5,5,5,5,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,32,3,,,,12,9,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.42,1,1,1,1,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/QuamocoProfileTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/QuamocoProfileTest.java,,,,,,,1,1,1,1,,15,1,5,8,,,,1,1,0,,,,12,11,0,,,,,,,12,,,0,,,0,0,,12,,,,,,,,,223,33,,,,84,51,41,,,106,,,,,,,,,,,,48,61,40,,,,21,,,,,,,,,1,1,1,1,,,,0,,,1.26,12,12,12,12,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/RepoRuleTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/RepoRuleTest.java,,,,,,,1,1,1,1,,12,0,3,7,,,,1,1,0,,,,10,9,1,,,,,,,10,,,0,,,0,0,,10,,,,,,,,,162,22,,,,55,34,19,,,85,,,,,,,,,,,,25,36,25,,,,11,,,,,,,,,1,1,1,1,,,,0,,,1.55,10,10,10,10,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/RuleRepoTest.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/RuleRepoTest.java,,,,,,,1,1,1,1,,14,1,5,7,,,,1,1,0,,,,19,18,1,,,,,,,19,,,0,,,0,0,,19,,,,,,,,,327,49,,,,121,62,57,,,157,,,,,,,,,,,,64,84,44,,,,40,,,,,,,,,1,1,1,1,,,,0,,,1.30,19,19,19,19,
File,"/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/TestAll.java",/home/git/sonar plugins/sonar-quamoco-plugin/src/test/java/net/siliconcode/sonar/quamoco/profiles/xml/TestAll.java,,,,,,,1,1,1,1,,11,0,3,8,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,,,31,3,,,,11,8,1,,,17,,,,,,,,,,,,5,7,6,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.55,1,1,1,1,
Function,"_chart.colors",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,,5,,,5,,0,,0,,,,,5,,,,2,,,1,1,,,4,4,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"_chart.height",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,,5,,,5,,0,,0,,,,,5,,,,2,,,1,1,,,4,4,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"_chart.nodes",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,,5,,,5,,0,,0,,,,,5,,,,2,,,1,1,,,4,4,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"_chart.render",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,1,,8,,,8,,0,,0,,,,,9,,,,2,,,1,1,,,3,3,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"_chart.valueAccessor",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,,5,,,5,,0,,0,,,,,5,,,,2,,,1,1,,,4,4,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"_chart.width",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/treemap_test.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,0,,5,,,5,,0,,0,,,,,5,,,,2,,,1,1,,,4,4,,2,2,2,1,,,,,,,,,,1,,,,,,,,
Function,"d3.test",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,31,,31,,150,,,150,,19,,19,,,,,198,,,,1,,,24,24,,,53,53,,1,1,1,1,,,,,,,,,,0,,,,,,,,
Function,"d3.test.test",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,22,,22,,102,,,102,,14,,14,,,,,137,,,,1,,,15,15,,,16,16,,1,1,1,1,,,,,,,,,,0,,,,,,,,
Unnamed Function,"d3.test.test.(unnamed_function_2)",/home/git/sonar plugins/sonar-quamoco-plugin/src/main/resources/net/siliconcode/sonar/quamoco/test.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,22,,22,,99,,,99,,14,,14,,,,,134,,,,1,,,14,14,,,14,14,,5,5,7,1,,,,,,,,,,0,,,,,,,,
